rank,pair_type,score,source_1_id,source_2_id,s1_sample,s2_sample,s1_field,s2_field,same_field,s1_z,s2_z,delta_z,s1_logSigma,s2_logSigma,delta_logSigma,s1_Sigma_rank,s2_Sigma_rank,s1_color_AB,s2_color_AB,delta_color,s1_flux_ratio,s2_flux_ratio,s1_Av,s2_Av,delta_Av,sep_arcmin,sep_deg,higher_z_bluer,higher_z_lower_Sigma
1380,I_conflict,111.4445,21108,43738,A,A,primer-uds-north,primer-uds-north,True,7.1364,5.0901,2.0463,-4.588,-4.063,0.525,171,78,-2.685,-2.685,-0.0,11.863,11.862,2.6,1.7000000000000002,0.9,4.28,0.0713,False,True
1381,I,111.3595,52017,66116,A,A,gds,gds,True,6.3311,6.8464,0.5153,-5.333,-4.577,0.756,278,170,-1.429,-2.148,0.719,3.729,7.23,-99.0,-99.0,0.0,2.08,0.0346,False,False
1382,I,110.9515,37878,44435,A,A,primer-uds-south,primer-uds-south,True,4.7732,5.1733,0.4001,-5.154,-4.854,0.3,255,217,-1.572,-2.591,1.019,4.253,10.873,0.8,1.1,-0.3,2.01,0.0334,False,False
1383,I,110.916,25430,30520,A,A,primer-uds-south,primer-uds-south,True,7.1282,5.3498,1.7784,-4.556,-5.029,0.473,162,237,-2.014,-1.513,-0.501,6.389,4.028,2.7,0.9,1.8,3.65,0.0609,False,False
1384,I,110.8795,26495,29568,A,A,primer-cosmos-west,primer-cosmos-west,True,5.0196,4.3603,0.6593,-4.014,-4.937,0.923,69,224,-2.764,-2.198,-0.566,12.75,7.57,1.8,0.4,1.4,1.0,0.0166,False,False
1385,I_conflict,110.87049999999999,23575,24100,A,A,primer-uds-north,primer-uds-north,True,5.6606,4.9919,0.6687,-4.518,-4.26,0.258,146,111,-2.624,-2.062,-0.562,11.212,6.681,2.0,1.3,0.7,2.08,0.0347,False,True
1386,I_conflict,110.78,21108,24081,A,A,primer-uds-north,primer-uds-north,True,7.1364,5.6564,1.48,-4.588,-4.252,0.336,171,110,-2.685,-2.416,-0.27,11.863,9.254,2.6,1.8,0.8,1.05,0.0174,False,True
1387,I,110.668,53667,67270,A,A,primer-uds-north,primer-uds-north,True,4.5639,5.6651,1.1012,-4.837,-4.106,0.73,215,84,-1.947,-2.492,0.545,6.008,9.928,0.9,1.3,-0.4,4.14,0.0691,False,False
1388,I,110.478,55902,71893,A,A,primer-uds-north,primer-uds-north,True,8.6704,6.4292,2.2412,-4.714,-5.236,0.522,195,262,-1.885,-1.562,-0.324,5.677,4.213,2.9000000000000004,1.7000000000000002,1.2,2.13,0.0356,False,False
1389,I_conflict,110.328,35111,64273,A,A,primer-uds-north,primer-uds-north,True,5.6563,7.1316,1.4752,-4.472,-4.962,0.49,138,227,-2.382,-2.553,0.17,8.971,10.497,1.9,2.0,-0.1,4.97,0.0828,False,True
1390,I,110.084,7830,29392,A,A,primer-uds-south,primer-uds-south,True,5.5454,7.471,1.9256,-4.987,-4.543,0.445,232,156,-1.802,-2.259,0.457,5.256,8.009,0.9,2.2,-1.3,3.65,0.0609,False,False
1391,I_conflict,110.0415,14076,49360,A,A,ceers-full,ceers-full,True,5.6614,4.7373,0.9241,-4.855,-4.549,0.306,218,159,-1.647,-1.207,-0.44,4.557,3.039,1.9,0.8,1.1,4.88,0.0813,False,True
1392,I,110.005,17813,31668,A,A,primer-cosmos-east,primer-cosmos-east,True,5.2267,5.6077,0.381,-5.11,-3.833,1.278,250,51,-2.268,-2.687,0.419,8.076,11.876,1.8,1.6,0.2,3.97,0.0662,False,False
1393,I,109.963,42014,57944,A,A,primer-uds-north,primer-uds-north,True,4.5516,5.2898,0.7382,-5.575,-4.472,1.103,291,137,-1.78,-2.197,0.416,5.153,7.561,0.3,1.7000000000000002,-1.4,1.67,0.0278,False,False
1394,I,109.8895,55490,57051,A,A,ceers-full,ceers-full,True,7.1493,5.6681,1.4813,-3.522,-4.281,0.759,40,113,-2.338,-1.94,-0.398,8.618,5.971,2.7,2.3000000000000003,0.4,1.61,0.0268,False,False
1395,I,109.7285,1939,10404,A,A,primer-uds-north,primer-uds-north,True,4.3621,5.656,1.2939,-4.526,-3.982,0.544,148,64,-2.601,-3.181,0.58,10.972,18.724,1.3,2.2,-0.9,3.7,0.0617,False,False
1396,I,109.718,20632,30600,A,A,ceers-full,ceers-full,True,5.6531,4.0259,1.6272,-4.107,-4.874,0.767,85,220,-2.838,-2.492,-0.346,13.655,9.925,2.0,0.6000000000000001,1.4,1.77,0.0295,False,False
1397,I,109.673,42464,48498,A,A,primer-cosmos-east,primer-cosmos-east,True,5.3675,4.4533,0.9142,-4.089,-5.641,1.552,81,293,-1.971,-1.883,-0.088,6.143,5.663,2.3000000000000003,0.9,1.4,1.92,0.0321,False,False
1398,I_conflict,109.6525,14419,32025,A,A,primer-uds-north,primer-uds-north,True,4.8168,4.0433,0.7735,-4.606,-4.381,0.225,178,122,-2.546,-2.02,-0.526,10.429,6.426,0.9,0.6000000000000001,0.3,3.65,0.0608,False,True
1399,I_conflict,109.565,44053,44681,A,A,primer-uds-north,primer-uds-north,True,5.4381,4.5812,0.857,-4.897,-4.45,0.447,222,129,-2.683,-2.317,-0.366,11.832,8.448,2.5,0.8,1.7,1.77,0.0294,False,True
1400,I,109.4375,25430,28931,A,A,primer-uds-south,primer-uds-south,True,7.1282,7.9047,0.7765,-4.556,-3.918,0.638,162,57,-2.014,-2.686,0.673,6.389,11.871,2.7,2.8000000000000003,-0.1,0.84,0.014,False,False
1401,I,109.3865,48983,63106,A,A,ceers-full,ceers-full,True,7.1368,5.6557,1.4811,-3.536,-3.95,0.414,41,60,-2.691,-2.097,-0.595,11.927,6.896,2.7,2.2,0.5,3.62,0.0603,False,False
1402,I,109.3715,29106,32986,A,A,primer-uds-north,primer-uds-north,True,5.2048,4.1527,1.0521,-4.528,-5.021,0.493,150,236,-1.936,-1.26,-0.676,5.948,3.192,1.1,0.0,1.1,4.78,0.0797,False,False
1403,I,109.31450000000001,20632,58630,A,A,ceers-full,ceers-full,True,5.6531,4.5468,1.1063,-4.107,-4.326,0.219,85,119,-2.838,-2.016,-0.823,13.655,6.401,2.0,0.9,1.1,3.52,0.0586,False,False
1404,I,109.289,8559,31645,A,A,primer-uds-north,primer-uds-north,True,7.9365,4.7559,3.1806,-4.517,-4.758,0.241,145,203,-1.912,-1.725,-0.187,5.818,4.897,3.9,0.8,3.1,3.79,0.0631,False,False
1405,I,109.2085,60446,68947,A,A,primer-uds-south,primer-uds-south,True,4.3661,5.656,1.2899,-4.53,-3.973,0.557,152,62,-2.575,-3.138,0.563,10.713,17.991,1.2000000000000002,2.2,-1.0,3.7,0.0617,False,False
1406,I_conflict,109.2075,12234,40589,A,A,ceers-full,ceers-full,True,6.1422,8.0067,1.8645,-4.0,-4.478,0.478,65,140,-2.028,-2.066,0.038,6.475,6.703,1.7000000000000002,3.3000000000000003,-1.6,2.64,0.044,False,True
1407,I,109.0835,29106,33332,A,A,primer-uds-north,primer-uds-north,True,5.2048,4.542,0.6629,-4.528,-5.076,0.548,150,246,-1.936,-1.182,-0.754,5.948,2.971,1.1,0.8,0.3,4.4,0.0733,False,False
1408,I_conflict,109.06299999999999,36872,52581,A,A,primer-uds-south,primer-uds-south,True,7.1351,6.167,0.9682,-4.47,-4.052,0.418,136,74,-2.842,-2.502,-0.34,13.703,10.017,2.4000000000000004,1.3,1.1,1.69,0.0282,False,True
1409,I,108.9915,44435,45383,A,A,primer-uds-south,primer-uds-south,True,5.1733,4.8552,0.3181,-4.854,-5.144,0.289,217,253,-2.591,-1.58,-1.011,10.873,4.285,1.1,0.9,0.2,1.58,0.0263,False,False
1410,I,108.90549999999999,19946,23571,A,A,primer-cosmos-east,primer-cosmos-east,True,5.9744,4.7607,1.2137,-4.715,-5.17,0.455,196,258,-1.873,-1.232,-0.641,5.613,3.11,1.0,0.2,0.8,1.0,0.0167,False,False
1411,I,108.8435,9246,55490,A,A,ceers-full,ceers-full,True,4.6044,7.1493,2.5449,-4.241,-3.522,0.719,107,40,-2.256,-2.338,0.082,7.989,8.618,1.0,2.7,-1.7,3.95,0.0659,False,False
1412,I_conflict,108.741,1381,44681,A,A,primer-uds-north,primer-uds-north,True,5.6626,4.5812,1.0814,-5.288,-4.45,0.839,274,129,-2.364,-2.317,-0.047,8.826,8.448,3.1,0.8,2.3,4.68,0.078,False,True
1413,I,108.74000000000001,30073,33230,A,A,primer-cosmos-west,primer-cosmos-west,True,6.0041,4.7522,1.252,-4.712,-5.169,0.457,194,257,-1.84,-1.215,-0.625,5.445,3.062,1.0,0.2,0.8,1.0,0.0167,False,False
1414,I_conflict,108.4195,43505,46914,A,A,primer-cosmos-west,primer-cosmos-west,True,4.6755,5.6548,0.9793,-4.762,-4.978,0.216,204,231,-2.043,-2.488,0.445,6.564,9.891,0.8,2.0,-1.2,1.39,0.0232,False,True
1415,I,108.409,52141,54143,A,A,primer-uds-north,primer-uds-north,True,7.1301,4.7315,2.3986,-4.607,-5.073,0.466,179,243,-1.557,-1.287,-0.269,4.194,3.272,3.0,0.9,2.1,1.21,0.0201,False,False
1416,I_conflict,108.38300000000001,23575,29110,A,A,primer-uds-north,primer-uds-north,True,5.6606,7.1288,1.4682,-4.518,-4.845,0.327,146,216,-2.624,-2.856,0.231,11.212,13.874,2.0,2.4000000000000004,-0.4,1.23,0.0204,False,True
1417,I,108.098,15233,22702,A,A,primer-cosmos-west,primer-cosmos-west,True,4.986,5.4312,0.4452,-4.455,-3.806,0.649,131,48,-2.324,-3.062,0.739,8.501,16.784,0.8,2.2,-1.4,2.19,0.0365,False,False
1418,I,108.074,32402,44531,A,A,gds,gds,True,4.9424,7.1241,2.1816,-5.321,-4.951,0.37,276,226,-1.703,-2.087,0.385,4.797,6.839,3.2,1.5,1.7,4.12,0.0687,False,False
1419,I,108.05799999999999,10404,14419,A,A,primer-uds-north,primer-uds-north,True,5.656,4.8168,0.8392,-3.982,-4.606,0.624,64,178,-3.181,-2.546,-0.635,18.724,10.429,2.2,0.9,1.3,3.83,0.0639,False,False
1420,I,108.011,11219,32025,A,A,primer-uds-north,primer-uds-north,True,5.4287,4.0433,1.3854,-3.83,-4.381,0.551,49,122,-2.534,-2.02,-0.514,10.317,6.426,2.7,0.6000000000000001,2.1,2.42,0.0403,False,False
1421,I,107.74549999999999,2480,9791,A,A,primer-uds-south,primer-uds-south,True,4.6841,5.0278,0.3437,-5.342,-4.829,0.513,279,213,-1.469,-2.313,0.844,3.87,8.422,0.5,1.2000000000000002,-0.7,1.6,0.0267,False,False
1422,I,107.7085,30520,37557,A,A,primer-uds-south,primer-uds-south,True,5.3498,5.6557,0.3059,-5.029,-4.52,0.509,237,147,-1.513,-2.369,0.857,4.028,8.865,0.9,2.7,-1.8,1.89,0.0316,False,False
1423,I_conflict,107.5805,15393,23571,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6895,4.7607,0.9287,-5.55,-5.17,0.38,290,258,-1.577,-1.232,-0.345,4.274,3.11,1.4,0.2,1.2,3.13,0.0522,False,True
1424,I_conflict,107.57249999999999,30520,45637,A,A,primer-uds-south,primer-uds-south,True,5.3498,4.5363,0.8135,-5.029,-4.45,0.579,237,130,-1.513,-1.252,-0.26,4.028,3.169,0.9,1.2000000000000002,-0.3,3.31,0.0551,False,True
1425,I_conflict,107.477,32535,36162,A,A,primer-cosmos-west,primer-cosmos-west,True,5.7492,6.411,0.6618,-4.325,-4.715,0.39,118,197,-1.188,-1.605,0.417,2.987,4.385,0.6000000000000001,0.5,0.1,3.6,0.0601,False,True
1426,I,107.3995,16408,20187,A,A,primer-cosmos-east,primer-cosmos-east,True,4.5749,6.6082,2.0333,-4.505,-4.12,0.385,144,88,-1.996,-2.403,0.407,6.287,9.146,1.1,2.4000000000000004,-1.3,1.25,0.0209,False,False
1427,I,107.195,15257,19416,A,A,primer-uds-north,primer-uds-north,True,6.9201,5.4332,1.487,-4.731,-5.405,0.673,201,285,-1.774,-1.38,-0.394,5.126,3.565,1.3,1.9,-0.6,1.78,0.0296,False,False
1428,I,106.9575,12234,48983,A,A,ceers-full,ceers-full,True,6.1422,7.1368,0.9945,-4.0,-3.536,0.463,65,41,-2.028,-2.691,0.663,6.475,11.927,1.7000000000000002,2.7,-1.0,4.16,0.0694,False,False
1429,I_conflict,106.95349999999999,45383,45637,A,A,primer-uds-south,primer-uds-south,True,4.8552,4.5363,0.3189,-5.144,-4.45,0.694,253,130,-1.58,-1.252,-0.327,4.285,3.169,0.9,1.2000000000000002,-0.3,0.03,0.0005,False,True
1430,I_conflict,106.557,16408,17813,A,A,primer-cosmos-east,primer-cosmos-east,True,4.5749,5.2267,0.6518,-4.505,-5.11,0.606,144,250,-1.996,-2.268,0.272,6.287,8.076,1.1,1.8,-0.7,0.47,0.0079,False,True
1431,I,106.0955,45179,52124,A,A,primer-cosmos-east,primer-cosmos-east,True,7.1055,4.8338,2.2717,-4.157,-4.691,0.534,96,190,-2.113,-1.893,-0.22,7.004,5.717,1.9,1.2000000000000002,0.7,3.5,0.0584,False,False
1432,I_conflict,106.07350000000001,2981,18537,A,A,gds,gds,True,4.8122,4.2773,0.5349,-5.367,-4.812,0.555,283,210,-1.738,-1.41,-0.328,4.956,3.665,2.2,1.2000000000000002,1.0,2.43,0.0406,False,True
1433,I,106.07,11501,21488,A,A,primer-uds-south,primer-uds-south,True,4.68,5.414,0.734,-3.982,-3.634,0.347,63,44,-1.939,-2.732,0.793,5.965,12.377,2.0,2.1,-0.1,2.08,0.0347,False,False
1434,I,105.884,42093,68816,A,A,ceers-full,ceers-full,True,6.4459,4.5323,1.9136,-3.857,-4.383,0.526,52,123,-3.058,-2.73,-0.328,16.711,12.354,1.7000000000000002,0.7000000000000001,1.0,4.59,0.0764,False,False
1435,I,105.69300000000001,40209,40799,A,A,primer-cosmos-east,primer-cosmos-east,True,5.4609,7.6812,2.2202,-4.799,-4.551,0.248,206,160,-2.237,-2.636,0.399,7.851,11.337,1.4,2.6,-1.2,1.15,0.0192,False,False
1436,I_conflict,105.613,40209,51514,A,A,primer-cosmos-east,primer-cosmos-east,True,5.4609,4.4367,1.0242,-4.799,-4.118,0.68,206,87,-2.237,-2.14,-0.097,7.851,7.18,1.4,1.9,-0.5,4.42,0.0736,False,True
1437,I,105.505,31770,32928,A,A,primer-cosmos-east,primer-cosmos-east,True,5.7791,4.4581,1.321,-3.574,-4.027,0.453,42,71,-2.609,-2.067,-0.542,11.061,6.712,1.9,1.7000000000000002,0.2,1.91,0.0318,False,False
1438,I,105.4175,3992,29106,A,A,primer-uds-north,primer-uds-north,True,5.6593,5.2048,0.4545,-4.053,-4.528,0.475,75,150,-2.723,-1.936,-0.787,12.278,5.948,1.6,1.1,0.5,3.44,0.0573,False,False
1439,I_conflict,105.392,28748,36985,A,A,ceers-full,ceers-full,True,4.753,5.6537,0.9008,-3.889,-4.161,0.271,54,97,-2.524,-2.899,0.375,10.224,14.441,1.3,2.0,-0.7,4.72,0.0786,False,True
1440,I,105.2605,31581,43738,A,A,primer-uds-north,primer-uds-north,True,4.1634,5.0901,0.9267,-5.06,-4.063,0.997,240,78,-2.356,-2.685,0.329,8.757,11.862,0.0,1.7000000000000002,-1.7,3.45,0.0575,False,False
1441,I,105.17999999999999,32986,62716,A,A,primer-uds-north,primer-uds-north,True,4.1527,5.3867,1.234,-5.021,-4.396,0.624,236,125,-1.26,-1.719,0.459,3.192,4.871,0.0,1.2000000000000002,-1.2,3.05,0.0508,False,False
1442,I,105.123,31770,40209,A,A,primer-cosmos-east,primer-cosmos-east,True,5.7791,5.4609,0.3182,-3.574,-4.799,1.225,42,206,-2.609,-2.237,-0.372,11.061,7.851,1.9,1.4,0.5,2.28,0.038,False,False
1443,I,104.92200000000001,33332,62716,A,A,primer-uds-north,primer-uds-north,True,4.542,5.3867,0.8448,-5.076,-4.396,0.68,246,125,-1.182,-1.719,0.537,2.971,4.871,0.8,1.2000000000000002,-0.4,2.93,0.0489,False,False
1444,I_conflict,104.8465,18537,32402,A,A,gds,gds,True,4.2773,4.9424,0.6651,-4.812,-5.321,0.509,210,276,-1.41,-1.703,0.292,3.665,4.797,1.2000000000000002,3.2,-2.0,2.82,0.047,False,True
1445,I,104.833,1381,29110,A,A,primer-uds-north,primer-uds-north,True,5.6626,7.1288,1.4662,-5.288,-4.845,0.443,274,216,-2.364,-2.856,0.491,8.826,13.874,3.1,2.4000000000000004,0.7,3.14,0.0524,False,False
1446,I,104.81649999999999,16408,16563,A,A,primer-cosmos-east,primer-cosmos-east,True,4.5749,5.022,0.4471,-4.505,-4.017,0.487,144,70,-1.996,-2.766,0.77,6.287,12.775,1.1,1.8,-0.7,2.19,0.0364,False,False
1447,I_conflict,104.7895,48927,69936,A,A,primer-uds-north,primer-uds-north,True,7.9073,7.034,0.8733,-5.073,-4.529,0.543,242,151,-1.601,-1.392,-0.208,4.368,3.605,2.8000000000000003,2.1,0.7,2.52,0.042,False,True
1448,I_conflict,104.7285,36872,62395,A,A,primer-uds-south,primer-uds-south,True,7.1351,5.6592,1.4759,-4.47,-4.057,0.413,136,76,-2.842,-2.738,-0.104,13.703,12.456,2.4000000000000004,1.6,0.8,3.71,0.0618,False,True
1449,I,104.6095,44053,71037,A,A,primer-uds-north,primer-uds-north,True,5.4381,6.8495,1.4113,-4.897,-4.008,0.888,222,68,-2.683,-2.919,0.236,11.832,14.703,2.5,1.4,1.1,2.95,0.0492,False,False
1450,I_conflict,104.54849999999999,24464,71321,A,A,ceers-full,ceers-full,True,5.6554,7.1293,1.4739,-4.238,-4.476,0.238,106,139,-2.141,-2.347,0.206,7.184,8.687,2.7,1.9,0.8,4.46,0.0743,False,True
1451,I_conflict,104.425,18804,35111,A,A,primer-uds-north,primer-uds-north,True,4.3173,5.6563,1.339,-4.229,-4.472,0.243,103,138,-2.141,-2.382,0.241,7.184,8.971,1.5,1.9,-0.4,4.35,0.0725,False,True
1452,I,104.348,32880,62395,A,A,primer-uds-south,primer-uds-south,True,4.756,5.6592,0.9032,-4.821,-4.057,0.765,211,76,-2.281,-2.738,0.457,8.176,12.456,0.9,1.6,-0.7,3.85,0.0641,False,False
1453,I,104.291,9791,37751,A,A,primer-uds-south,primer-uds-south,True,5.0278,5.3592,0.3314,-4.829,-3.945,0.884,213,59,-2.313,-2.87,0.556,8.422,14.058,1.2000000000000002,2.1,-0.9,2.95,0.0492,False,False
1454,I_conflict,104.285,49360,73890,A,A,ceers-full,ceers-full,True,4.7373,5.6603,0.923,-4.549,-4.777,0.228,159,205,-1.207,-1.579,0.372,3.039,4.282,0.8,3.0,-2.2,2.49,0.0415,False,True
1455,I_conflict,104.114,50560,55716,A,A,primer-cosmos-west,primer-cosmos-west,True,5.1459,4.4383,0.7076,-4.83,-4.12,0.71,214,89,-2.279,-2.136,-0.144,8.162,7.15,0.4,1.9,-1.5,3.04,0.0507,False,True
1456,I_conflict,104.1045,47824,51855,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6555,4.6512,1.0043,-4.561,-4.198,0.363,166,101,-1.742,-1.48,-0.263,4.977,3.907,2.7,0.7000000000000001,2.0,2.96,0.0494,False,True
1457,I_conflict,104.05250000000001,14419,18804,A,A,primer-uds-north,primer-uds-north,True,4.8168,4.3173,0.4995,-4.606,-4.229,0.377,178,103,-2.546,-2.141,-0.405,10.429,7.184,0.9,1.5,-0.6,2.18,0.0363,False,True
1458,I,103.9945,16083,20187,A,A,primer-cosmos-east,primer-cosmos-east,True,4.5779,6.6082,2.0303,-4.498,-4.12,0.378,142,88,-2.059,-2.403,0.344,6.663,9.146,1.0,2.4000000000000004,-1.4,1.46,0.0244,False,False
1459,I,103.98599999999999,44435,50716,A,A,primer-uds-south,primer-uds-south,True,5.1733,7.8636,2.6904,-4.854,-4.548,0.306,217,157,-2.591,-2.779,0.189,10.873,12.935,1.1,2.7,-1.6,3.49,0.0581,False,False
1460,I,103.939,14086,17813,A,A,primer-cosmos-east,primer-cosmos-east,True,7.1273,5.2267,1.9006,-4.704,-5.11,0.406,192,250,-2.633,-2.268,-0.365,11.302,8.076,1.9,1.8,0.1,1.25,0.0209,False,False
1461,I,103.7855,14076,59162,A,A,ceers-full,ceers-full,True,5.6614,7.8411,2.1797,-4.855,-4.082,0.773,218,80,-1.647,-1.705,0.058,4.557,4.808,1.9,3.9,-2.0,4.68,0.078,False,False
1462,I,103.65199999999999,49360,57051,A,A,ceers-full,ceers-full,True,4.7373,5.6681,0.9308,-4.549,-4.281,0.268,159,113,-1.207,-1.94,0.733,3.039,5.971,0.8,2.3000000000000003,-1.5,4.8,0.0799,False,False
1463,I_conflict,103.572,16083,17813,A,A,primer-cosmos-east,primer-cosmos-east,True,4.5779,5.2267,0.6488,-4.498,-5.11,0.613,142,250,-2.059,-2.268,0.209,6.663,8.076,1.0,1.8,-0.8,0.56,0.0093,False,True
1464,I_conflict,103.54849999999999,22702,25633,A,A,primer-cosmos-west,primer-cosmos-west,True,5.4312,7.0511,1.6199,-3.806,-4.166,0.36,48,98,-3.062,-3.131,0.069,16.784,17.88,2.2,3.2,-1.0,3.78,0.063,False,True
1465,I,103.518,32986,57469,A,A,primer-uds-north,primer-uds-north,True,4.1527,5.668,1.5152,-5.021,-4.467,0.553,236,135,-1.26,-1.644,0.384,3.192,4.547,0.0,3.1,-3.1,2.64,0.0441,False,False
1466,I,103.4905,32025,43738,A,A,primer-uds-north,primer-uds-north,True,4.0433,5.0901,1.0467,-4.381,-4.063,0.318,122,78,-2.02,-2.685,0.665,6.426,11.862,0.6000000000000001,1.7000000000000002,-1.1,2.01,0.0335,False,False
1467,I,103.25999999999999,33332,57469,A,A,primer-uds-north,primer-uds-north,True,4.542,5.668,1.126,-5.076,-4.467,0.609,246,135,-1.182,-1.644,0.462,2.971,4.547,0.8,3.1,-2.3,2.8,0.0467,False,False
1468,I_conflict,103.199,14487,26971,A,A,primer-cosmos-east,primer-cosmos-east,True,7.1693,6.4067,0.7626,-5.535,-4.718,0.817,288,198,-1.641,-1.596,-0.045,4.531,4.347,2.0,0.5,1.5,3.67,0.0612,False,True
1469,I,103.1935,19416,52141,A,A,primer-uds-north,primer-uds-north,True,5.4332,7.1301,1.6969,-5.405,-4.607,0.798,285,179,-1.38,-1.557,0.176,3.565,4.194,1.9,3.0,-1.1,3.27,0.0545,False,False
1470,I,103.124,40209,48498,A,A,primer-cosmos-east,primer-cosmos-east,True,5.4609,4.4533,1.0076,-4.799,-5.641,0.842,206,293,-2.237,-1.883,-0.355,7.851,5.663,1.4,0.9,0.5,2.57,0.0428,False,False
1471,I,103.00200000000001,33230,36162,A,A,primer-cosmos-west,primer-cosmos-west,True,4.7522,6.411,1.6588,-5.169,-4.715,0.454,257,197,-1.215,-1.605,0.39,3.062,4.385,0.2,0.5,-0.3,0.84,0.0141,False,False
1472,I_conflict,103.0005,47165,54067,A,A,primer-cosmos-west,primer-cosmos-west,True,5.2338,5.6564,0.4227,-4.313,-5.239,0.927,117,263,-1.957,-2.033,0.077,6.063,6.506,2.3000000000000003,0.5,1.8,3.68,0.0613,False,True
1473,I_conflict,102.932,41179,47021,A,A,ceers-full,ceers-full,True,7.2423,8.0231,0.7808,-4.229,-5.003,0.774,104,234,-1.38,-1.44,0.06,3.564,3.767,2.1,0.9,1.2,1.15,0.0191,False,True
1474,I,102.54899999999999,29421,63106,A,A,ceers-full,ceers-full,True,4.7851,5.6557,0.8706,-4.558,-3.95,0.608,164,60,-1.572,-2.097,0.525,4.254,6.896,1.4,2.2,-0.8,3.52,0.0587,False,False
1475,I,102.3605,37878,48982,A,A,primer-uds-south,primer-uds-south,True,4.7732,5.3879,0.6147,-5.154,-4.536,0.618,255,154,-1.572,-2.164,0.592,4.253,7.339,0.8,2.0,-1.2,4.39,0.0732,False,False
1476,I,102.214,29372,44446,A,A,primer-cosmos-west,primer-cosmos-west,True,5.3858,7.1315,1.7456,-4.978,-4.731,0.246,230,202,-1.465,-1.938,0.473,3.854,5.959,2.2,2.8000000000000003,-0.6,4.94,0.0824,False,False
1477,I,102.2025,17813,20187,A,A,primer-cosmos-east,primer-cosmos-east,True,5.2267,6.6082,1.3815,-5.11,-4.12,0.991,250,88,-2.268,-2.403,0.135,8.076,9.146,1.8,2.4000000000000004,-0.6,0.92,0.0153,False,False
1478,I_conflict,101.8855,17986,48982,A,A,primer-uds-south,primer-uds-south,True,4.9401,5.3879,0.4477,-3.587,-4.536,0.949,43,154,-2.13,-2.164,0.034,7.113,7.339,0.9,2.0,-1.1,3.89,0.0649,False,True
1479,I_conflict,101.838,14086,20187,A,A,primer-cosmos-east,primer-cosmos-east,True,7.1273,6.6082,0.5192,-4.704,-4.12,0.585,192,88,-2.633,-2.403,-0.23,11.302,9.146,1.9,2.4000000000000004,-0.5,2.14,0.0357,False,True
1480,I_conflict,101.726,19416,32986,A,A,primer-uds-north,primer-uds-north,True,5.4332,4.1527,1.2804,-5.405,-5.021,0.384,285,236,-1.38,-1.26,-0.12,3.565,3.192,1.9,0.0,1.9,3.25,0.0542,False,True
1481,I,101.7125,29106,43932,A,A,primer-uds-north,primer-uds-north,True,5.2048,4.2354,0.9695,-4.528,-4.802,0.274,150,207,-1.936,-1.257,-0.679,5.948,3.183,1.1,0.5,0.6,3.57,0.0595,False,False
1482,I,101.528,40642,47824,A,A,primer-cosmos-east,primer-cosmos-east,True,4.6343,5.6555,1.0212,-4.888,-4.561,0.327,221,166,-1.114,-1.742,0.628,2.791,4.977,0.8,2.7,-1.9,3.61,0.0602,False,False
1483,I,101.4485,23571,26971,A,A,primer-cosmos-east,primer-cosmos-east,True,4.7607,6.4067,1.6459,-5.17,-4.718,0.452,258,198,-1.232,-1.596,0.364,3.11,4.347,0.2,0.5,-0.3,0.84,0.0141,False,False
1484,I_conflict,101.4455,21620,22483,A,A,primer-cosmos-west,primer-cosmos-west,True,8.0871,7.1355,0.9517,-4.626,-4.222,0.404,182,102,-2.061,-1.86,-0.201,6.675,5.548,3.7,2.7,1.0,2.69,0.0448,False,True
1485,I,101.44149999999999,16083,16563,A,A,primer-cosmos-east,primer-cosmos-east,True,4.5779,5.022,0.4441,-4.498,-4.017,0.481,142,70,-2.059,-2.766,0.707,6.663,12.775,1.0,1.8,-0.8,1.87,0.0312,False,False
1486,I,101.3935,7830,22358,A,A,primer-uds-south,primer-uds-south,True,5.5454,4.6765,0.8689,-4.987,-5.19,0.202,232,259,-1.802,-1.055,-0.746,5.256,2.643,0.9,0.0,0.9,3.88,0.0647,False,False
1487,I,101.2535,44531,52017,A,A,gds,gds,True,7.1241,6.3311,0.7929,-4.951,-5.333,0.382,226,278,-2.087,-1.429,-0.658,6.839,3.729,1.5,-99.0,100.5,4.31,0.0719,False,False
1488,I,101.078,45179,48540,A,A,primer-cosmos-east,primer-cosmos-east,True,7.1055,5.6562,1.4492,-4.157,-5.23,1.073,96,260,-2.113,-2.07,-0.043,7.004,6.732,1.9,0.4,1.5,2.64,0.044,False,False
1489,I,100.8235,41179,49360,A,A,ceers-full,ceers-full,True,7.2423,4.7373,2.5049,-4.229,-4.549,0.32,104,159,-1.38,-1.207,-0.173,3.564,3.039,2.1,0.8,1.3,3.61,0.0601,False,False
1490,I_conflict,100.713,20632,28748,A,A,ceers-full,ceers-full,True,5.6531,4.753,0.9002,-4.107,-3.889,0.217,85,54,-2.838,-2.524,-0.314,13.655,10.224,2.0,1.3,0.7,2.46,0.041,False,True
1491,I,100.5635,21037,25633,A,A,primer-cosmos-west,primer-cosmos-west,True,4.4761,7.0511,2.5749,-4.619,-4.166,0.453,181,98,-3.064,-3.131,0.067,16.813,17.88,0.7000000000000001,3.2,-2.5,3.2,0.0533,False,False
